TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2015;1511;IS747 Database Administration 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,64
2015;1511;IS747 Database Administration 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,62
2015;1511;IS747 Database Administration 2;11;Kemampuan memotivasi semangat belajar mahasiswa;3,61
2015;1511;IS747 Database Administration 2;12;Kemampuan menerima kritik, saran dan pendapat;3,62
2015;1511;IS747 Database Administration 2;13;Fairness dalam memberikan penilaian;3,61
2015;1511;IS747 Database Administration 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,64
2015;1511;IS748 Database Application Development 2;1;Kesiapan memberikan perkuliahan/praktikum;3,50
2015;1511;IS748 Database Application Development 2;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,50
2015;1511;IS748 Database Application Development 2;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,56
2015;1511;IS748 Database Application Development 2;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,56
2015;1511;IS748 Database Application Development 2;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,56
2015;1511;IS748 Database Application Development 2;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,44
2015;1511;IS748 Database Application Development 2;7;Memberi review materi  perkuliahan sebelumnya;3,56
2015;1511;IS748 Database Application Development 2;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,50
2015;1511;IS748 Database Application Development 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,50
2015;1511;IS748 Database Application Development 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,44
2015;1511;IS748 Database Application Development 2;11;Kemampuan memotivasi semangat belajar mahasiswa;3,50
2015;1511;IS748 Database Application Development 2;12;Kemampuan menerima kritik, saran dan pendapat;3,56
2015;1511;IS748 Database Application Development 2;13;Fairness dalam memberikan penilaian;3,56
2015;1511;IS748 Database Application Development 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,56
2015;1511;IS782 Enterprise Application and Systems 3;1;Kesiapan memberikan perkuliahan/praktikum;3,32
2015;1511;IS782 Enterprise Application and Systems 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,29
2015;1511;IS782 Enterprise Application and Systems 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,30
2015;1511;IS782 Enterprise Application and Systems 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,24
2015;1511;IS782 Enterprise Application and Systems 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,30
2015;1511;IS782 Enterprise Application and Systems 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,18
2015;1511;IS782 Enterprise Application and Systems 3;7;Memberi review materi  perkuliahan sebelumnya;3,31
2015;1511;IS782 Enterprise Application and Systems 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,27
2015;1511;IS782 Enterprise Application and Systems 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,28
2015;1511;IS782 Enterprise Application and Systems 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,30
2015;1511;IS782 Enterprise Application and Systems 3;11;Kemampuan memotivasi semangat belajar mahasiswa;3,27
2015;1511;IS782 Enterprise Application and Systems 3;12;Kemampuan menerima kritik, saran dan pendapat;3,31
2015;1511;IS782 Enterprise Application and Systems 3;13;Fairness dalam memberikan penilaian;3,32
2015;1511;IS782 Enterprise Application and Systems 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,25
2015;1521;IS201 Corporate Business Processes;1;Kesiapan memberikan perkuliahan/praktikum;2,96
2015;1521;IS201 Corporate Business Processes;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,83
2015;1521;IS201 Corporate Business Processes;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,93
2015;1521;IS201 Corporate Business Processes;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,95
2015;1521;IS201 Corporate Business Processes;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,05
2015;1521;IS201 Corporate Business Processes;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,96
2015;1521;IS201 Corporate Business Processes;7;Memberi review materi  perkuliahan sebelumnya;3,01
2015;1521;IS201 Corporate Business Processes;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);2,99
2015;1521;IS201 Corporate Business Processes;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2015;1521;IS201 Corporate Business Processes;10;Pemberian tugas/kuis serta pembahasannya di kelas;2,96
2015;1521;IS201 Corporate Business Processes;11;Kemampuan memotivasi semangat belajar mahasiswa;2,81
2015;1521;IS201 Corporate Business Processes;12;Kemampuan menerima kritik, saran dan pendapat;2,93
2015;1521;IS201 Corporate Business Processes;13;Fairness dalam memberikan penilaian;3,00
2015;1521;IS201 Corporate Business Processes;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,04
2015;1521;IS220 Human and Computer Interaction;1;Kesiapan memberikan perkuliahan/praktikum;3,26
2015;1521;IS220 Human and Computer Interaction;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,25
2015;1521;IS220 Human and Computer Interaction;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,25
2015;1521;IS220 Human and Computer Interaction;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,20
2015;1521;IS220 Human and Computer Interaction;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,29
2015;1521;IS220 Human and Computer Interaction;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,30
2015;1521;IS220 Human and Computer Interaction;7;Memberi review materi  perkuliahan sebelumnya;3,23
2015;1521;IS220 Human and Computer Interaction;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,38
2015;1521;IS220 Human and Computer Interaction;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,30
2015;1521;IS220 Human and Computer Interaction;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,30
2015;1521;IS220 Human and Computer Interaction;11;Kemampuan memotivasi semangat belajar mahasiswa;3,29
2015;1521;IS220 Human and Computer Interaction;12;Kemampuan menerima kritik, saran dan pendapat;3,35
2015;1521;IS220 Human and Computer Interaction;13;Fairness dalam memberikan penilaian;3,41
2015;1521;IS220 Human and Computer Interaction;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,32
2015;1521;IS230 Algorithms and Programming;1;Kesiapan memberikan perkuliahan/praktikum;3,12
2015;1521;IS230 Algorithms and Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,02
2015;1521;IS230 Algorithms and Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,04
2015;1521;IS230 Algorithms and Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,02
2015;1521;IS230 Algorithms and Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,11
2015;1521;IS230 Algorithms and Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,03
2015;1521;IS230 Algorithms and Programming;7;Memberi review materi  perkuliahan sebelumnya;3,02
2015;1521;IS230 Algorithms and Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,14
2015;1521;IS230 Algorithms and Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,07
2015;1521;IS230 Algorithms and Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,00
2015;1521;IS230 Algorithms and Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;2,97
2015;1521;IS230 Algorithms and Programming;12;Kemampuan menerima kritik, saran dan pendapat;3,05
2015;1521;IS230 Algorithms and Programming;13;Fairness dalam memberikan penilaian;3,02
2015;1521;IS230 Algorithms and Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,13
2015;1521;IS240 Probability and Statistic;1;Kesiapan memberikan perkuliahan/praktikum;2,99
2015;1521;IS240 Probability and Statistic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,99
2015;1521;IS240 Probability and Statistic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,01
2015;1521;IS240 Probability and Statistic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,95
2015;1521;IS240 Probability and Statistic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,01
2015;1521;IS240 Probability and Statistic;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,96
2015;1521;IS240 Probability and Statistic;7;Memberi review materi  perkuliahan sebelumnya;2,96
2015;1521;IS240 Probability and Statistic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,07
2015;1521;IS240 Probability and Statistic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,01
2015;1521;IS240 Probability and Statistic;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,05
2015;1521;IS240 Probability and Statistic;11;Kemampuan memotivasi semangat belajar mahasiswa;2,98
2015;1521;IS240 Probability and Statistic;12;Kemampuan menerima kritik, saran dan pendapat;3,07
2015;1521;IS240 Probability and Statistic;13;Fairness dalam memberikan penilaian;3,10
2015;1521;IS240 Probability and Statistic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;2,98
2015;1521;IS250 Business Ethics and Law;1;Kesiapan memberikan perkuliahan/praktikum;3,30
2015;1521;IS250 Business Ethics and Law;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,26
2015;1521;IS250 Business Ethics and Law;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,14
2015;1521;IS250 Business Ethics and Law;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,17
2015;1521;IS250 Business Ethics and Law;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,21
2015;1521;IS250 Business Ethics and Law;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,11
2015;1521;IS250 Business Ethics and Law;7;Memberi review materi  perkuliahan sebelumnya;3,07
2015;1521;IS250 Business Ethics and Law;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,13
2015;1521;IS250 Business Ethics and Law;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,17
2015;1521;IS250 Business Ethics and Law;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,17
2015;1521;IS250 Business Ethics and Law;11;Kemampuan memotivasi semangat belajar mahasiswa;3,13
2015;1521;IS250 Business Ethics and Law;12;Kemampuan menerima kritik, saran dan pendapat;2,99
2015;1521;IS250 Business Ethics and Law;13;Fairness dalam memberikan penilaian;3,19
2015;1521;IS250 Business Ethics and Law;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,30
2015;1521;IS251 Organizational Behavior;1;Kesiapan memberikan perkuliahan/praktikum;3,56
2015;1521;IS251 Organizational Behavior;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,60
2015;1521;IS251 Organizational Behavior;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,59
2015;1521;IS251 Organizational Behavior;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,61
2015;1521;IS251 Organizational Behavior;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,59
2015;1521;IS251 Organizational Behavior;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,54
2015;1521;IS251 Organizational Behavior;7;Memberi review materi  perkuliahan sebelumnya;3,60
2015;1521;IS251 Organizational Behavior;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,64
2015;1521;IS251 Organizational Behavior;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,66
2015;1521;IS251 Organizational Behavior;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,57
2015;1521;IS251 Organizational Behavior;11;Kemampuan memotivasi semangat belajar mahasiswa;3,64
2015;1521;IS251 Organizational Behavior;12;Kemampuan menerima kritik, saran dan pendapat;3,66
2015;1521;IS251 Organizational Behavior;13;Fairness dalam memberikan penilaian;3,61
2015;1521;IS251 Organizational Behavior;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,57
2015;1521;IS403 Enterprise Resource Planning;1;Kesiapan memberikan perkuliahan/praktikum;3,13
2015;1521;IS403 Enterprise Resource Planning;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,07
2015;1521;IS403 Enterprise Resource Planning;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,10
2015;1521;IS403 Enterprise Resource Planning;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,05
2015;1521;IS403 Enterprise Resource Planning;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,04
2015;1521;IS403 Enterprise Resource Planning;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,04
2015;1521;IS403 Enterprise Resource Planning;7;Memberi review materi  perkuliahan sebelumnya;3,12
2015;1521;IS403 Enterprise Resource Planning;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,12
2015;1521;IS403 Enterprise Resource Planning;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,11
2015;1521;IS403 Enterprise Resource Planning;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,14
2015;1521;IS403 Enterprise Resource Planning;11;Kemampuan memotivasi semangat belajar mahasiswa;3,11
2015;1521;IS403 Enterprise Resource Planning;12;Kemampuan menerima kritik, saran dan pendapat;3,15
2015;1521;IS403 Enterprise Resource Planning;13;Fairness dalam memberikan penilaian;3,21
2015;1521;IS403 Enterprise Resource Planning;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,15
2015;1521;IS422 Advanced IS Analysis & Design;1;Kesiapan memberikan perkuliahan/praktikum;3,07
2015;1521;IS422 Advanced IS Analysis & Design;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,07
2015;1521;IS422 Advanced IS Analysis & Design;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,08
2015;1521;IS422 Advanced IS Analysis & Design;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,07
2015;1521;IS422 Advanced IS Analysis & Design;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,02
2015;1521;IS422 Advanced IS Analysis & Design;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,10
2015;1521;IS422 Advanced IS Analysis & Design;7;Memberi review materi  perkuliahan sebelumnya;3,12
2015;1521;IS422 Advanced IS Analysis & Design;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,07
2015;1521;IS422 Advanced IS Analysis & Design;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,04
2015;1521;IS422 Advanced IS Analysis & Design;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,07
2015;1521;IS422 Advanced IS Analysis & Design;11;Kemampuan memotivasi semangat belajar mahasiswa;3,11
2015;1521;IS422 Advanced IS Analysis & Design;12;Kemampuan menerima kritik, saran dan pendapat;3,10
2015;1521;IS422 Advanced IS Analysis & Design;13;Fairness dalam memberikan penilaian;3,09
2015;1521;IS422 Advanced IS Analysis & Design;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,07
2015;1521;IS431 Visual Programming;1;Kesiapan memberikan perkuliahan/praktikum;2,98
2015;1521;IS431 Visual Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,97
2015;1521;IS431 Visual Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,96
2015;1521;IS431 Visual Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,95
2015;1521;IS431 Visual Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;2,96
2015;1521;IS431 Visual Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,88
2015;1521;IS431 Visual Programming;7;Memberi review materi  perkuliahan sebelumnya;2,96
2015;1521;IS431 Visual Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);2,96
2015;1521;IS431 Visual Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;2,95
2015;1521;IS431 Visual Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;2,99
2015;1521;IS431 Visual Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;2,96
2015;1521;IS431 Visual Programming;12;Kemampuan menerima kritik, saran dan pendapat;2,97
2015;1521;IS431 Visual Programming;13;Fairness dalam memberikan penilaian;2,97
2015;1521;IS431 Visual Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;2,99
